Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,season,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,match_status,candidate_transfermarkt_ids
Isaac Palazón Camacho,es ESP,MF,Rayo Vallecano,es La Liga,28,1994,37,34,2791,31.0,4,1,5,2,2,2,8,0,0.13,0.03,0.16,0.06,0.1,23/24,72,33,45.8,2.32,1.06,0.03,0.06,0,32,76,10,130,19,28,,,0,unmatched_name,
Emerson Palmieri,it ITA,DF,West Ham United,eng Premier League,28,1994,36,35,3137,34.9,1,2,3,1,0,0,10,0,0.03,0.06,0.09,0.03,0.09,23/24,19,4,21.1,0.55,0.11,0.05,0.25,0,32,33,1,49,40,67,,,1,unmatched_name,
Jordan Pefok,us USA,FW,Gladbach,de Bundesliga,27,1996,25,18,1420,15.8,5,3,8,5,0,0,2,0,0.32,0.19,0.51,0.32,0.51,23/24,36,10,27.8,2.28,0.63,0.14,0.5,0,36,30,7,0,4,4,,,0,unmatched_name,
Jordan Pefok,us USA,FW,Union Berlin,de Bundesliga,27,1996,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,23/24,0,0,,0.0,0.0,,,0,2,0,0,0,0,0,,,0,unmatched_name,
Faris Pemi Moumbagna,cm CMR,FW,Marseille,fr Ligue 1,23,2000,13,5,547,6.1,3,1,4,3,0,0,2,1,0.49,0.16,0.66,0.49,0.66,23/24,16,5,31.3,2.63,0.82,0.19,0.6,1,12,11,4,4,3,1,,,0,unmatched_name,
Francisco Perez,es ESP,MF,Valencia,es La Liga,20,2002,32,27,2049,22.8,1,4,5,1,0,0,4,0,0.04,0.18,0.22,0.04,0.22,23/24,20,2,10.0,0.88,0.09,0.05,0.5,0,31,23,8,52,15,17,,,0,unmatched_name,
Alejandro Pozo Pozo,es ESP,"DF,MF",Almería,es La Liga,24,1999,21,9,976,10.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,23/24,4,2,50.0,0.37,0.18,0.0,0.0,0,16,6,0,41,7,13,,,0,unmatched_name,
Sanjin Prcić,ba BIH,MF,Strasbourg,fr Ligue 1,29,1993,3,1,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,23/24,1,0,0.0,1.02,0.0,0.0,,0,0,1,0,0,3,0,,,0,unmatched_name,
Marc Pubill,es ESP,DF,Almería,es La Liga,20,2003,23,22,1883,20.9,1,3,4,1,0,0,2,0,0.05,0.14,0.19,0.05,0.19,23/24,20,5,25.0,0.96,0.24,0.05,0.2,0,21,34,0,67,14,26,,,0,unmatched_name,
Uroš Račić,rs SRB,MF,Sassuolo,it Serie A,25,1998,22,8,820,9.1,1,1,2,1,0,0,1,0,0.11,0.11,0.22,0.11,0.22,23/24,17,4,23.5,1.87,0.44,0.06,0.25,0,6,12,0,2,7,5,,,0,unmatched_name,
Hamza Rafia,tn TUN,MF,Lecce,it Serie A,24,1999,28,17,1204,13.4,1,0,1,1,0,0,4,0,0.07,0.0,0.07,0.07,0.07,23/24,16,3,18.8,1.2,0.22,0.06,0.33,0,31,34,2,38,11,29,,,1,unmatched_name,
Elba Rashani,xk KVX,"MF,FW",Clermont Foot,fr Ligue 1,30,1993,24,14,1175,13.1,2,0,2,2,0,0,4,2,0.15,0.0,0.15,0.15,0.15,23/24,16,5,31.3,1.23,0.38,0.13,0.4,0,27,29,3,28,12,18,,,0,unmatched_name,
Gio Reyna,us USA,MF,Dortmund,de Bundesliga,20,2002,11,1,280,3.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,23/24,8,2,25.0,2.57,0.64,0.0,0.0,0,2,5,1,4,2,6,,,0,unmatched_name,
Gio Reyna,us USA,MF,Nottingham Forest,eng Premier League,20,2002,9,2,235,2.6,0,1,1,0,0,0,0,0,0.0,0.38,0.38,0.0,0.38,23/24,5,2,40.0,1.91,0.77,0.0,0.0,0,3,2,0,8,2,3,,,0,unmatched_name,
Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,23,1999,29,24,2220,24.7,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0,23/24,17,2,11.8,0.69,0.08,0.0,0.0,0,26,37,1,2,36,24,,,1,unmatched_name,
Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Getafe,es La Liga,25,1998,24,9,967,10.7,2,1,3,2,0,0,9,0,0.19,0.09,0.28,0.19,0.28,23/24,34,10,29.4,3.16,0.93,0.06,0.2,0,20,15,1,17,6,12,,,0,unmatched_name,
Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,28,1995,29,26,2411,26.8,0,0,0,0,0,0,9,0,0.0,0.0,0.0,0.0,0.0,23/24,11,5,45.5,0.41,0.19,0.0,0.0,0,35,19,1,1,31,16,,,0,unmatched_name,
Vitor Roque,br BRA,FW,Barcelona,es La Liga,18,2005,14,2,328,3.6,2,0,2,2,0,0,4,1,0.55,0.0,0.55,0.55,0.55,23/24,13,6,46.2,3.57,1.65,0.15,0.33,1,13,11,2,2,0,2,,,0,unmatched_name,
Fabián Ruiz Peña,es ESP,MF,Paris Saint-Germain,fr Ligue 1,27,1996,21,14,1197,13.3,1,3,4,1,0,0,3,0,0.08,0.23,0.3,0.08,0.3,23/24,19,6,31.6,1.43,0.45,0.05,0.17,0,6,11,1,11,12,23,,,0,unmatched_name,
Lazar Samardzic,rs SRB,MF,Udinese,it Serie A,21,2002,34,28,2372,26.4,6,2,8,5,1,1,3,0,0.23,0.08,0.3,0.19,0.27,23/24,57,17,29.8,2.16,0.65,0.09,0.29,0,29,18,0,126,9,17,,,0,unmatched_name,
Mama Samba Baldé,gw GNB,FW,Lyon,fr Ligue 1,27,1995,20,4,551,6.1,2,3,5,2,0,0,1,0,0.33,0.49,0.82,0.33,0.82,23/24,17,9,52.9,2.78,1.47,0.12,0.22,0,8,8,4,5,3,5,,,0,unmatched_name,
Danilo Santos,br BRA,MF,Nottingham Forest,eng Premier League,22,2001,29,20,1792,19.9,2,2,4,2,0,0,4,0,0.1,0.1,0.2,0.1,0.2,23/24,23,7,30.4,1.16,0.35,0.09,0.29,0,13,9,2,26,33,22,,,0,unmatched_name,
Benjamin Šeško,si SVN,FW,RB Leipzig,de Bundesliga,20,2003,31,17,1526,17.0,14,2,16,14,0,0,0,0,0.83,0.12,0.94,0.83,0.94,23/24,47,25,53.2,2.77,1.47,0.3,0.56,0,14,10,12,4,3,5,,,0,unmatched_name,
Caio Henrique Oliveira Silva,br BRA,"MF,DF",Monaco,fr Ligue 1,26,1997,9,7,623,6.9,0,5,5,0,0,0,0,0,0.0,0.72,0.72,0.0,0.72,23/24,6,1,16.7,0.87,0.14,0.0,0.0,0,2,2,1,35,7,8,,,0,unmatched_name,
Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,es La Liga,27,1995,14,9,897,10.0,0,1,1,0,0,0,1,0,0.0,0.1,0.1,0.0,0.1,23/24,5,3,60.0,0.5,0.3,0.0,0.0,0,13,13,0,4,12,18,,,0,unmatched_name,
Leo Skiri Østigård,no NOR,DF,Napoli,it Serie A,23,1999,25,18,1625,18.1,1,0,1,1,0,0,3,0,0.06,0.0,0.06,0.06,0.06,23/24,7,1,14.3,0.39,0.06,0.14,1.0,0,12,12,1,2,15,11,,,0,unmatched_name,
Jhon Solis,co COL,MF,Girona,es La Liga,18,2004,18,2,384,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,23/24,9,3,33.3,2.11,0.7,0.0,0.0,0,10,5,0,0,8,9,,,0,unmatched_name,
Vinicius Souza,br BRA,MF,Sheffield United,eng Premier League,24,1999,36,29,2668,29.6,1,0,1,1,0,0,3,0,0.03,0.0,0.03,0.03,0.03,23/24,14,6,42.9,0.47,0.2,0.07,0.17,0,48,14,2,10,30,73,,,0,unmatched_name,
Çağlar Söyüncü,tr TUR,DF,Atlético Madrid,es La Liga,27,1996,6,1,114,1.3,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,23/24,0,0,,0.0,0.0,,,0,3,1,1,0,1,1,,,0,unmatched_name,
Tomáš Suslov,sk SVK,MF,Hellas Verona,it Serie A,21,2002,32,23,2092,23.2,3,5,8,2,1,1,7,0,0.13,0.22,0.34,0.09,0.3,23/24,52,16,30.8,2.24,0.69,0.04,0.13,0,40,55,1,72,6,29,,,0,unmatched_name,
Musa Al-Taamari,jo JOR,"MF,FW",Montpellier,fr Ligue 1,26,1997,27,24,1928,21.4,5,2,7,5,0,0,0,0,0.23,0.09,0.33,0.23,0.33,23/24,47,20,42.6,2.19,0.93,0.11,0.25,0,11,51,7,22,6,17,,,0,unmatched_name,
Cheikh Tidiane Sabaly,sn SEN,"MF,FW",Metz,fr Ligue 1,24,1999,29,17,1379,15.3,3,1,4,3,0,0,4,0,0.2,0.07,0.26,0.2,0.26,23/24,21,9,42.9,1.37,0.59,0.14,0.33,0,24,27,6,14,9,22,,,0,unmatched_name,
Souleymane Touré,fr FRA,DF,Lorient,fr Ligue 1,20,2003,24,23,2051,22.8,1,1,2,1,0,0,6,0,0.04,0.04,0.09,0.04,0.09,23/24,18,9,50.0,0.79,0.39,0.06,0.11,0,36,15,0,5,31,13,,,0,unmatched_name,
Kostas Tsimikas,gr GRE,DF,Liverpool,eng Premier League,27,1996,13,8,679,7.5,0,3,3,0,0,0,0,0,0.0,0.4,0.4,0.0,0.4,23/24,3,0,0.0,0.4,0.0,0.0,,0,11,7,1,72,4,12,,,0,unmatched_name,
Viktor Tsyhankov,ua UKR,MF,Girona,es La Liga,25,1997,30,26,2052,22.8,8,7,15,8,0,0,0,0,0.35,0.31,0.66,0.35,0.66,23/24,44,16,36.4,1.93,0.7,0.18,0.5,0,14,41,3,61,10,20,,,0,unmatched_name,
José Luis García Vayá,es ESP,MF,Valencia,es La Liga,24,1998,37,37,3302,36.7,7,1,8,0,7,8,4,0,0.19,0.03,0.22,0.0,0.03,23/24,35,12,34.3,0.95,0.33,0.0,0.0,0,51,40,1,145,45,55,,,0,unmatched_name,
Walace,br BRA,MF,Udinese,it Serie A,28,1995,37,37,3238,36.0,2,0,2,2,0,0,7,0,0.06,0.0,0.06,0.06,0.06,23/24,27,9,33.3,0.75,0.25,0.07,0.22,0,42,46,0,12,43,43,,,0,unmatched_name,
Jeong Woo-yeong,kr KOR,MF,Stuttgart,de Bundesliga,23,1999,26,5,633,7.0,2,3,5,2,0,0,1,0,0.28,0.43,0.71,0.28,0.71,23/24,18,8,44.4,2.56,1.14,0.11,0.25,0,4,9,2,8,9,9,,,0,unmatched_name,
Xeber,es ESP,"MF,FW",Alavés,es La Liga,26,1997,10,3,302,3.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,23/24,5,0,0.0,1.49,0.0,0.0,,0,9,0,1,14,1,5,,,0,unmatched_name,
Etienne Youte Kinkoue,fr FRA,DF,Le Havre,fr Ligue 1,21,2002,22,22,1941,21.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,23/24,6,0,0.0,0.28,0.0,0.0,,0,11,5,2,0,43,11,,,0,unmatched_name,
Andre-Frank Zambo Anguissa,cm CMR,MF,Napoli,it Serie A,27,1995,34,32,2786,31.0,0,2,2,0,0,0,2,0,0.0,0.06,0.06,0.0,0.06,23/24,33,6,18.2,1.07,0.19,0.0,0.0,0,41,38,4,21,28,35,,,0,unmatched_name,
Milan Đurić,ba BIH,FW,Hellas Verona,it Serie A,33,1990,20,13,1204,13.4,5,1,6,4,1,3,2,0,0.37,0.07,0.45,0.3,0.37,23/24,25,15,60.0,1.87,1.12,0.16,0.27,0,27,19,6,1,1,0,,,0,unmatched_name,
Milan Đurić,ba BIH,FW,Monza,it Serie A,33,1990,17,13,1257,14.0,4,1,5,4,0,0,2,0,0.29,0.07,0.36,0.29,0.36,23/24,26,6,23.1,1.86,0.43,0.15,0.67,0,23,26,1,1,0,4,,,0,unmatched_name,
Mateusz Łęgowski,pl POL,MF,Salernitana,it Serie A,20,2003,29,10,1145,12.7,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,23/24,7,1,14.3,0.55,0.08,0.0,0.0,0,24,10,2,6,7,12,,,0,unmatched_name,
